dataset,method,dimensions,log,variance.ratio.criterion,davies.bouldin,dunn.index,silhouette.score
campbell,nmf,100,0,128.70772124148448,4.621105046060139,0.025182514365138325,-0.19112024
campbell,mctsne,2,0,753.3554133467267,26.373686242052695,0.012272850307992179,-0.14762016
campbell,mctsne,3,0,763.1677264810189,16.44459610467326,0.031965489811244724,-0.034355238
campbell,mctsne,4,0,580.9983966082228,10.404291868746407,0.0711695934176571,-0.03388745
campbell,mctsne,5,0,532.3491859816298,10.162905199409792,0.04886111660160168,-0.023382198
campbell,mctsne,8,0,510.98626049338117,8.73867824639442,0.07203576047843724,-0.011476734
campbell,mctsne,10,0,477.62969057843736,9.045950001672995,0.07530378586184154,-0.003359742
campbell,mctsne,70,0,0.8363469089496532,6.710666480117165,3.514931031708312e-07,-0.96543056
campbell,mctsne,80,0,1.0983511116282934,8.491760038972428,0.018238693632369015,-0.9616718
campbell,mctsne,100,0,2.181429246151171,11.030712471018958,0.04137229225956812,-0.88857627
campbell,fica,2,0,66.11185601933667,313.30018913812296,0.00017568064051719432,-0.40536967
campbell,fica,3,0,116.14251533697012,33.711107984753795,0.003743379830641682,-0.31335315
campbell,fica,4,0,113.62521825206306,22.68483891011479,0.007321112389705844,-0.2960169
campbell,fica,5,0,183.98174998245645,20.415884853245384,0.001665946997709168,-0.2902182
campbell,fica,8,0,197.84780375800895,16.254864766999894,0.0029148504267699584,-0.25554773
campbell,fica,10,0,163.20265614727484,11.734927955798561,0.005375559182855248,-0.27379313
campbell,fica,15,0,126.82219641772157,7.5912913853048005,0.005990945541780951,-0.26547748
campbell,fica,25,0,99.58906276523513,5.197350845760248,0.019822081362160616,-0.22690089
campbell,fica,30,0,84.99168121145203,4.849278096785286,0.02469721371838299,-0.22676998
campbell,fica,35,0,79.27550447694597,4.469361614634294,0.03079501692995082,-0.21662074
campbell,fica,40,0,76.98024839842735,4.207235096063904,0.041743262732363166,-0.2033866
campbell,fica,45,0,75.04859576072664,4.21310132588461,0.04392845144050474,-0.19964314
campbell,fica,50,0,73.54228456047093,4.16173987977014,0.05129685103062014,-0.18796815
campbell,fica,60,0,67.38630702677648,4.096835367114325,0.060179265277668724,-0.17589615
campbell,fica,70,0,62.39944602826632,4.105895958683703,0.06348783678402876,-0.16454807
campbell,fica,80,0,58.024760368912204,4.191527833229264,0.06966481751160475,-0.15889333
campbell,fica,90,0,54.45002471819237,4.297775403638983,0.07334543071816792,-0.1554854
campbell,fica,100,0,50.90801638230762,4.408444558604177,0.07526354190679095,-0.15338592
campbell,lda,2,0,15977.821574025764,255.0837674158921,0.0002838960412970175,-0.026979143
campbell,lda,3,0,2923.0896150153812,40.407862605609715,0.003461168356531988,-0.007875063
campbell,lda,4,0,1577.249407113119,33.400559873835554,0.0035973053743864523,-0.02894801
campbell,lda,5,0,2032.5431677875483,14.21990489683355,0.004206563967029407,0.028514672
campbell,lda,8,0,545.9802427549779,9.362997964101568,0.04175185972056187,-0.052293807
campbell,lda,10,0,442.09333758929523,12.720435588361521,0.030586686931992232,-0.08075907
campbell,lda,15,0,341.23753338787446,8.685770024396495,0.05021764677325993,-0.045183346
campbell,lda,25,0,363.60467502390077,4.626401918967602,0.13148090011588698,0.032809705
campbell,lda,30,0,257.94480902283294,5.0381224435947685,0.10629153511510987,-0.0059197354
campbell,lda,35,0,251.68355765214335,4.518244236711559,0.1244606478813868,0.0025595883
campbell,lda,40,0,231.41770008892442,4.104496585367062,0.11696893597946766,-0.011665817
campbell,lda,45,0,193.4833988550468,4.226863543972273,0.12311069175504413,-0.030752612
campbell,lda,50,0,244.86535137763582,4.257602065264618,0.14267177504147419,-0.026442569
campbell,lda,60,0,196.89740435693878,3.704205154465869,0.18470346782944067,-0.019801006
campbell,lda,70,0,221.3559621717359,3.8514475028051884,0.18628530924085565,0.005053687
campbell,lda,80,0,285.3590686648118,3.84466018382412,0.18206503200297688,0.03807947
campbell,lda,90,0,195.82264255383268,3.9313338795514077,0.1659796797826833,-0.019275898
chen,pca,20,0,155.23153558266975,6.368656661518881,0.016895637929865467,-0.12455213
chen,pca,2,0,275.0484179498798,77.00465753154882,0.0018805606136229388,-0.26571697
chen,pca,3,0,200.7712069518535,40.029356385623416,0.004110548800651531,-0.23590651
chen,pca,4,0,197.70462506845607,27.02633886316741,0.005521292397084779,-0.210187
chen,pca,5,0,196.80844629015456,24.396342009327356,0.0026015793662858455,-0.21042717
chen,pca,8,0,171.77370098487182,18.97994950040482,0.0029827288648064726,-0.18882199
chen,pca,10,0,164.795889887745,13.430160410337539,0.0060056516280897615,-0.17230289
chen,pca,15,0,156.8976680006221,9.683369088235791,0.0075872375984959665,-0.15573953
chen,pca,25,0,153.67352200436545,5.821185255291598,0.019659517460393277,-0.10038303
chen,pca,30,0,151.92586301582406,5.236081661207748,0.02178966971524965,-0.09441341
chen,pca,35,0,150.65945162154148,4.77949513841894,0.022868472437370727,-0.087488756
chen,pca,40,0,149.94598454540872,4.38234232434802,0.028409009829390854,-0.07979867
chen,pca,45,0,149.26750738104897,4.266534922605387,0.029457844288477995,-0.07684374
chen,pca,50,0,148.6686607262263,4.235682691480802,0.02980191215498878,-0.07597423
chen,pca,60,0,147.90267890018825,4.147857521586345,0.030258556093161026,-0.07337406
chen,pca,70,0,147.2523456350575,4.0991667405078465,0.030603183205254333,-0.07050799
chen,pca,80,0,146.75382707275344,4.058391993746536,0.03133248115172222,-0.06912588
chen,pca,90,0,146.315641174323,4.032352994339576,0.03156912372438859,-0.068496704
chen,pca,100,0,145.94311213490064,4.018587264946182,0.03193026630526045,-0.067639664
chen,isomap,2,0,666.0465560869127,20.71357181247656,0.016673903923516992,-0.14790405
chen,isomap,3,0,543.7267396295503,15.54760385846122,0.01488007000650064,-0.09099802
chen,isomap,4,0,482.87845849632964,11.221177777546313,0.025337328039005222,-0.08390469
chen,isomap,5,0,461.57425132439124,10.341824102940913,0.031152261918078874,-0.06047343
chen,isomap,8,0,405.29587891447886,8.48816139128728,0.02105105210032869,-0.026226562
chen,isomap,10,0,379.11742169241865,7.715723687963484,0.022133488077664885,-0.007958437
chen,isomap,15,0,337.5354015769153,5.676235601779791,0.03309625638227709,-0.0051533254
chen,isomap,25,0,304.348213527033,4.754591107005694,0.043123738032734296,0.012704256
chen,isomap,30,0,294.9029120732591,4.636859912556637,0.04846656585427619,0.017656522
chen,isomap,35,0,286.0852835129396,4.505947457396019,0.05720852030997458,0.01730492
chen,isomap,40,0,278.99013180308657,4.410251324343106,0.058289090052503614,0.015553273
chen,isomap,45,0,273.038345247591,4.320693570179,0.05953144805916529,0.015551599
chen,isomap,50,0,267.9212154193599,4.256598661293461,0.061714440269848056,0.015687792
chen,isomap,60,0,259.34487844891737,4.146415303694421,0.06598085853477642,0.016728513
chen,isomap,70,0,252.77566877993755,4.093664058904109,0.06830034933660489,0.016094143
chen,isomap,80,0,247.20217140296435,4.0551091900389284,0.06924681716043096,0.016123911
chen,isomap,90,0,242.48660283966169,4.039776894743573,0.07182569950409924,0.016725441
chen,isomap,100,0,238.3725073180618,4.037779126983678,0.07223486092973117,0.015975386
chen,lle,2,0,4897.206859059595,347.2971261198194,1.7577255394804734e-09,-0.4012541
chen,lle,3,0,4712.05359687174,3285.363829682432,0.0,-0.38798198
chen,lle,4,0,532.095816991088,134.3923671422215,2.157380006765195e-07,-0.38968074
chen,lle,5,0,707.9208211605363,60.680647362367765,5.457623858975271e-05,0.02984842
chen,lle,8,0,862.2446719435792,21.211358284733794,0.00015678294364892883,0.11924308
chen,lle,10,0,672.7180308277397,17.845793966471923,0.0003664497030238811,0.2526166
chen,lle,15,0,257.8186036743719,52.426585771569755,0.0010116329526619159,0.29745483
chen,lle,25,0,138.8609286637558,14.307805334294839,0.003585397337971669,-0.006614973
chen,lle,30,0,110.68257534299956,10.362046292684227,0.005324634024362086,-0.049002632
chen,lle,35,0,92.267534841458,10.445793174819894,0.0041487283441520905,-0.09885822
chen,lle,40,0,77.16979540180834,9.166854724779352,0.005303413120928365,-0.11651443
chen,lle,45,0,71.98559188325906,7.795142557894189,0.005194970423456398,-0.11503158
chen,lle,50,0,64.11047501356839,7.798815654014818,0.005223169289849529,-0.14046577
chen,lle,60,0,55.89687589556193,6.840164435945222,0.008144664920070474,-0.16467203
chen,lle,70,0,52.02090996093052,6.415985741803604,0.01105134754468287,-0.22374865
chen,lle,80,0,46.69849549904566,6.038396618483275,0.014528789941930227,-0.22524755
chen,lle,90,0,45.916558138611904,5.736611248800992,0.01845281499520054,-0.20342046
chen,umap,2,0,1664.2431832876598,11.36261369109482,0.016753787107997613,0.17927863
chen,umap,3,0,1952.6621610101638,9.290252860808897,0.0200177650995449,0.17881925
chen,umap,4,0,1775.1809687730427,8.240726694614414,0.021319552525284505,0.19573681
chen,umap,5,0,1711.1926195827714,7.9794543868434555,0.02016997825645325,0.18678397
chen,umap,8,0,1723.4614088588032,7.608005607144689,0.03039956714083584,0.18732446
chen,umap,10,0,1588.00886957214,7.852586502078942,0.024216225085009733,0.18273546
chen,umap,15,0,1681.0351404249402,7.774472695285918,0.03210816225863345,0.19230144
chen,umap,25,0,1699.3583004808177,7.535180811510442,0.029898772050709975,0.19151714
chen,umap,30,0,1693.5225581414636,7.632611573960656,0.03385923616739544,0.18572453
chen,umap,35,0,1684.5630065655614,7.491019578342282,0.030356503482847824,0.18186766
chen,umap,40,0,1699.742387066586,7.581663302979901,0.03804517604599378,0.19060312
chen,umap,45,0,1735.0907599438726,7.571870881317292,0.03644117374734572,0.19648048
chen,umap,50,0,1712.780048648084,7.430979118678282,0.0398038403977305,0.18275388
chen,umap,60,0,1725.9698715348488,7.814849931082316,0.028150021670842563,0.18139578
chen,umap,70,0,1737.8159740699916,7.340263547693667,0.041572494164639096,0.19973081
chen,umap,80,0,1726.9402433289954,7.491531744830561,0.038156385997723155,0.19794396
chen,umap,90,0,1487.136372529158,7.665856179663538,0.03663873477912916,0.18843551
chen,umap,100,0,1683.1715673502147,7.530563573385097,0.0278581185534535,0.18982476
chen,fa,2,0,96.37603638777158,49.2159306289728,0.008788121348542637,-0.28809687
chen,fa,3,0,92.00983942915309,31.105926171303686,0.014041663148526024,-0.22160153
chen,fa,4,0,138.0057706727358,23.593021805894505,0.015338253608695802,-0.15081333
chen,fa,5,0,143.02909146018482,17.6087547168481,0.020979445947439192,-0.073591776
chen,fa,8,0,189.5535600377606,11.105669662911213,0.026195652727174758,-0.005632904
chen,fa,10,0,146.8243836856833,11.005307723388517,0.021938150419445884,-0.033138487
chen,fa,15,0,127.86023322641722,5.526878314129339,0.03682200339373371,0.08566633
chen,fa,25,0,94.85841695669512,4.67901487744153,0.04520047540420471,0.06383342
chen,fa,30,0,95.86088483219083,4.7503700366907715,0.031822902590562,0.054311458
chen,fa,35,0,86.72559032579316,4.268100681985791,0.043696950469812,0.061142743
chen,fa,40,0,76.11457310051735,3.8244652876325085,0.05829958893426157,0.06679486
chen,fa,45,0,71.64226192044914,3.622543658582154,0.05989316319170122,0.09368639
chen,fa,50,0,68.48974002091761,3.3941461064135616,0.059628928209892795,0.060298897
chen,fa,60,0,62.94103025919494,3.1817434879000923,0.07549654795366008,0.086095706
chen,fa,70,0,55.789816554109386,3.1674073086855272,0.08129086568987931,0.043303363
chen,fa,80,0,50.57762640305508,3.187537319840604,0.09114845464255601,0.046168003
chen,fa,90,0,45.229029416708876,3.15983205655999,0.09581818549433517,0.01117294
chen,nmf,2,0,256.3180358770819,62.53237489983351,0.003221709847043387,-0.26269707
chen,nmf,3,0,135.84585558136632,47.609777856418184,0.004716531352235008,-0.27070302
chen,nmf,4,0,182.15323377332692,35.63420879790729,0.003558021909115047,-0.20002092
chen,nmf,5,0,184.24832633647048,33.21318471687279,0.0012689688097751515,-0.20334707
chen,nmf,8,0,130.63973039695975,18.69743242166686,0.0020970958966021287,-0.18110138
chen,nmf,10,0,123.00090622547386,13.3306169892479,0.00422505326555327,-0.1707445
chen,nmf,15,0,115.30301974201655,9.37092248278869,0.005653918835353014,-0.15823255
chen,nmf,25,0,117.12469561493315,4.776424217196492,0.018231150557008677,-0.014369138
chen,nmf,30,0,106.83580365519312,4.185648233736866,0.023860911095788098,-0.0064887446
chen,nmf,35,0,106.54885054154637,3.766895852643887,0.026453957379615645,-0.020354576
chen,nmf,40,0,115.33102580475361,3.690639835833623,0.04059523438364405,0.014760429
chen,nmf,45,0,114.52906300635004,3.7025722077554266,0.04403378218674554,0.012868227
chen,nmf,50,0,112.16140903086416,3.748245621150294,0.040130362459226666,0.0027536424
chen,nmf,60,0,105.84377610939548,3.60792248929438,0.03882324034312884,-0.020083733
chen,nmf,70,0,105.49530716813408,3.475099180041568,0.040149737703578575,-0.016626874
chen,nmf,80,0,105.58697081507286,3.4225745606163365,0.035008419203430084,-0.017258594
chen,nmf,90,0,107.88777271002112,3.4729718350659735,0.036746788254207165,-0.0045070606
chen,fica,2,0,214.98230150686828,90.9467204582852,0.0014151801883561025,-0.26126945
chen,fica,3,0,127.9873111404815,42.18203908789768,0.0032871598568038527,-0.22708488
chen,fica,4,0,140.06946136969873,26.043030421335928,0.00525378106984521,-0.20137559
chen,fica,5,0,148.95313597965276,23.27250893844662,0.001996156384378107,-0.20156601
chen,fica,8,0,110.12222586640475,15.3825756461041,0.0029229750004528456,-0.18962242
chen,fica,10,0,99.88255568422778,9.419097046627627,0.005972014762286807,-0.16094594
chen,fica,15,0,88.41936441553293,6.780308182149902,0.010810954454771548,-0.16499205
chen,fica,25,0,93.61137178911186,4.121838518518567,0.027689539774953077,-0.048096497
chen,fica,30,0,85.66368610425035,3.585919641158552,0.04985172659174858,-0.05111264
chen,fica,35,0,80.83381568695181,3.411250017367862,0.06444729440141092,-0.046647783
chen,fica,40,0,78.44086457768289,3.289934402063197,0.07372618601821346,-0.029026384
chen,fica,45,0,73.43212109676,3.2838699231016286,0.07769832005983743,-0.027323771
chen,fica,50,0,68.10171982540642,3.2876586274012722,0.08200759863928593,-0.04172745
chen,fica,60,0,62.89220368373258,3.3008267166410103,0.0842521659168387,-0.06196519
chen,fica,70,0,57.304613170402426,3.3501926813531804,0.0941579644296666,-0.07870787
chen,fica,80,0,53.21987127574488,3.4100534601986174,0.08941306907288525,-0.09461238
chen,fica,90,0,49.33409511481048,3.5002456441549725,0.08384164216339732,-0.107192315
chen,lda,2,0,4873.5200875886,128.98287654484133,8.303992865731498e-05,-0.054525394
chen,lda,3,0,3039.468590827637,41.640095643593355,0.00015899433374899047,-0.015003703
chen,lda,4,0,3485.0982613937585,15.63044279928487,0.0038394337889467093,0.10001535
chen,lda,5,0,1445.2158468411817,17.47514923187912,0.022552278242879222,0.1256647
chen,lda,8,0,2176.7556342221314,11.997509783956128,0.015910095399787386,0.17024799
chen,lda,10,0,2713.5837121617396,10.817556172026267,0.01985078987886999,0.23826207
chen,lda,15,0,1185.1832661279125,7.431831460776875,0.0775615448296221,0.2763382
chen,lda,25,0,889.3848424781236,4.343577266301325,0.15027586162322137,0.30124444
chen,lda,30,0,1051.7394335157624,4.112007133447058,0.1755336352938331,0.33279875
chen,lda,35,0,670.4485562895717,5.238246463801523,0.12712894205292216,0.25027463
chen,lda,40,0,740.9180015826743,4.709133942643422,0.14522905564684113,0.28057083
chen,lda,45,0,860.7652836493572,4.367665313172837,0.12814988849608708,0.32214102
chen,lda,50,0,832.1956612963219,3.020907575275139,0.2806138052728006,0.31689864
chen,lda,60,0,722.9465756016617,3.951167969955802,0.16463198823199618,0.27859494
chen,lda,70,0,603.4736581758153,3.6888608700833054,0.17155617984637575,0.25400963
chen,lda,80,0,680.9673520129684,3.630660065350526,0.2134462390107344,0.29363063
chen,lda,90,0,496.04587976770654,3.3880111180691,0.22513312286403867,0.23542628
chen,mctsne,2,0,1217.1483494113106,13.112762519504418,0.036463259521521386,0.068555556
chen,mctsne,3,0,814.3244590259199,10.295591126978925,0.03064278526146527,0.102943964
chen,mctsne,4,0,846.2636676278688,9.69500787783947,0.02441459654579159,0.12345554
chen,mctsne,5,0,831.5072458670763,7.848604306945764,0.06524827761194933,0.14429562
chen,mctsne,8,0,769.7297243868923,6.000851797715861,0.10296573630662025,0.15630087
chen,mctsne,10,0,775.6293851735416,5.644974255802799,0.12187835911010775,0.15694031
chen,mctsne,45,0,0.085196126113886,2523.465729582249,1.4085785315907051e-08,-0.76150286
chen,mctsne,70,0,0.7971706611902679,151.92603512388905,2.557356798086268e-09,-0.9354973
chen,mctsne,50,0,0.4721083209154165,294.9349875711144,5.254251091800054e-09,-0.64237535
chen,mctsne,80,0,0.9567281350515686,8.814282364961187,7.955435945502982e-08,-0.9457538
marques,umap,2,0,480.4111780301266,9.426551499627749,0.025359607321659112,-0.15752523
marques,umap,3,0,477.5896953262646,5.291346772120589,0.1262075157685601,-0.15429756
marques,umap,4,0,476.4318562859765,5.334856024729152,0.11378685210880228,-0.15322675
marques,umap,5,0,469.4714294031136,5.405766786608055,0.1046837740217803,-0.15327634
marques,umap,8,0,466.1720556560161,5.333491994019251,0.11680465823151306,-0.15202591
marques,umap,10,0,461.56087259228866,5.452399422953166,0.10355594779697791,-0.15399306
marques,umap,15,0,464.76247481940976,5.742859824284224,0.09042346481121967,-0.15185799
marques,umap,25,0,470.9063143281763,5.441729682313855,0.10496519101213808,-0.153925
marques,umap,30,0,469.1538160803093,5.407006195086369,0.10669802121680338,-0.15297844
marques,umap,35,0,458.8576658167,5.438618953828916,0.10728620879241474,-0.15215701
marques,umap,40,0,467.6960779179372,5.5772297849645245,0.09669570784729825,-0.15301225
marques,umap,45,0,470.49808464116376,5.43743528057052,0.1040174199026547,-0.15487562
marques,umap,50,0,465.32971773733624,5.2796658783146615,0.12245332121365952,-0.15268365
marques,umap,60,0,463.49053755805016,5.5753405460419385,0.0988104869269707,-0.15238194
marques,umap,70,0,465.1952452148885,5.312006243263464,0.12395255611411145,-0.15204448
marques,umap,80,0,470.7008070225726,5.448262955150745,0.10587432604557508,-0.15241393
marques,umap,90,0,469.7083914499238,5.533984825985921,0.10039169098195422,-0.15258905
marques,pca,2,0,267.20896547087455,6.842638938483367,0.0335001385996728,-0.18964352
marques,pca,3,0,267.8816271481002,5.6886334244242205,0.07201503664248458,-0.17022385
marques,pca,4,0,267.45401836679184,5.09363799977449,0.08845774072277107,-0.15216479
marques,pca,5,0,265.97060026163155,4.978258741851381,0.0906216290643399,-0.14541557
marques,pca,8,0,262.0858433673275,4.879813857007044,0.09271721192253156,-0.13956632
marques,pca,10,0,260.9117756435616,4.823291989584336,0.09390321534645404,-0.13705859
marques,pca,15,0,259.2010713827289,4.665156900452319,0.09460945995132977,-0.13192847
marques,pca,25,0,257.0915014001144,4.65938002483148,0.09487952854638194,-0.12992647
marques,pca,30,0,256.5009020594822,4.66025260113282,0.09485678401930628,-0.12936337
marques,pca,35,0,256.05753572820106,4.663668750392757,0.09477771084051013,-0.1290404
marques,pca,40,0,255.72934596993443,4.665956459102481,0.09482087704621003,-0.12876318
marques,pca,45,0,255.46542395388036,4.667152602281687,0.09477575214035663,-0.12851618
marques,pca,50,0,255.24294560320035,4.669975969387037,0.09472091576195571,-0.12832572
marques,pca,60,0,254.86322459296346,4.674771122209034,0.09465724910595355,-0.12801649
marques,pca,70,0,254.55320374065425,4.678882354311492,0.09461613107239855,-0.12779903
marques,pca,80,0,254.29494360393835,4.683920478148581,0.09455910126231663,-0.12764767
marques,pca,90,0,254.07729061743504,4.688040549418352,0.0945448322824108,-0.12752864
marques,isomap,2,0,293.8032150559384,5.493590960268806,0.08905580712640279,-0.17700276
marques,isomap,3,0,276.15017998269667,5.700259105241819,0.08491070326009782,-0.168597
marques,isomap,4,0,270.11900207986827,5.74465147793099,0.08292076055009642,-0.16020872
marques,isomap,5,0,264.0527885448547,5.824575607533211,0.08249162902955902,-0.15258022
marques,isomap,8,0,254.8394856623376,5.387797710532862,0.0943507480896377,-0.12950872
marques,isomap,10,0,248.27727460534032,5.439906145315214,0.09429211711330264,-0.12393775
marques,isomap,15,0,236.44650842541463,5.518895428170258,0.09481110563901217,-0.1184564
marques,isomap,25,0,222.84619078900934,5.580109050839842,0.0928384286829425,-0.108784795
marques,isomap,30,0,218.7120833449056,5.559640572256814,0.09208048843455262,-0.10498542
marques,isomap,35,0,215.07521013168397,5.59385015664938,0.09161482697430669,-0.103032574
marques,isomap,40,0,212.01116201296603,5.61873270105084,0.09107881588917131,-0.1013631
marques,isomap,45,0,209.32372433125792,5.631458886936898,0.09071375792036789,-0.100376986
marques,isomap,50,0,206.99258747620158,5.667570884524488,0.09016616779516365,-0.09928544
marques,isomap,60,0,203.11783493924474,5.675824141700253,0.08970841135726786,-0.09718904
marques,isomap,70,0,199.90035283121566,5.7046956298951494,0.08918208750440733,-0.09572905
marques,isomap,80,0,197.20163091806268,5.734814728291472,0.08873280592730823,-0.09433237
marques,isomap,90,0,194.84876404612518,5.768644703039849,0.08840769109952361,-0.09354346
marques,lle,2,0,586.1045069548718,11.400831275770928,0.0424155141637249,-0.23506196
marques,lle,3,0,290.5210103181248,9.36204503106724,0.03323684754635973,-0.17998551
marques,lle,4,0,223.9389699277206,7.393023576465122,0.02595024665857876,-0.1791888
marques,lle,5,0,219.32666566112977,5.774677881559825,0.046821954915722594,-0.16426717
marques,lle,8,0,155.69560901421085,6.293982090422691,0.051027202603192656,-0.11131201
marques,lle,10,0,123.04934650280849,6.181594110242599,0.15388666681794166,-0.09212286
marques,lle,15,0,80.02932667553476,7.21798959285072,0.12254286980169418,-0.067544214
marques,lle,25,0,49.28770431097391,7.539991822106989,0.1081486006098786,-0.04538834
marques,lle,30,0,40.951499933335974,8.141356947096181,0.11388260431591708,-0.051986214
marques,lle,35,0,35.433866970465516,8.53772436111216,0.08520705925973644,-0.06885799
marques,lle,40,0,37.82687840915318,8.400062535832017,0.07093697291321906,-0.058924124
marques,lle,45,0,34.037101882949074,8.618676490646944,0.07788549481432964,-0.05435958
marques,lle,50,0,30.96374520802186,8.843140293102799,0.0767418730729067,-0.051372033
marques,lle,60,0,27.27232225752672,8.980539133436194,0.08602823447519543,-0.03707767
marques,lle,70,0,24.069346463677793,9.441222150456472,0.0868420592268811,-0.052138675
marques,lle,80,0,21.814390553799235,9.751877545050872,0.08653087276722206,-0.053860463
marques,lle,90,0,19.832964666444006,9.967189042097525,0.07354833023136047,-0.069226414
marques,fa,2,0,111.38855287777062,15.73089729901243,0.028909377709369313,-0.1805116
marques,fa,3,0,161.7055444099055,5.1053331069888594,0.12239612409659263,-0.12258838
marques,fa,4,0,207.4783680459515,4.078447709368502,0.1614454355970023,-0.07424418
marques,fa,5,0,160.97276387639636,4.173261703595531,0.14712671460293988,-0.09162548
marques,fa,8,0,209.89653941512805,3.391819588997211,0.18520412221261084,-0.032848675
marques,fa,10,0,160.58717775880385,3.3823613364899137,0.18961943687868232,-0.032166053
marques,fa,15,0,108.4548784124102,3.5239583165524424,0.2221228275784651,-0.03254887
marques,fa,25,0,71.76767935758988,3.7562616922897565,0.18526856949816964,-0.039320312
marques,fa,30,0,62.458609021038804,3.8522787602311745,0.18371215119359827,-0.026194626
marques,fa,35,0,53.21147326495858,3.9924688973245344,0.17208226006221886,-0.04142966
marques,fa,40,0,45.671686836833075,4.103406402589594,0.1480733359310495,-0.049758803
marques,fa,45,0,40.99387761933489,4.102918872817216,0.15645765794178776,-0.062103454
